class,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
q,-0.316227766017,-0.948683298051,138.924439894,0.785398163397,80.6535802057,0.334765052353,0.942301628845,319.668260136,-7.53223107958,13.5316222775,11.6963884258,1.0,1250.0
q,0.164398987305,-0.986393923832,156.668439706,0.785398163397,67.4462749157,0.266879082981,0.963730021877,390.67215372,-7.06858347058,10.2101761242,8.01905357589,2.0,1250.0
q,-0.554700196225,-0.832050294338,115.121674762,0.785398163397,57.8705451849,0.172799478008,0.984957024646,264.619531645,-10.2101761242,17.1368625401,14.1717117929,1.0,1719.0
q,-0.928476690885,-0.371390676354,184.740358341,0.785398163397,79.3221280602,0.554700196225,0.832050294338,464.03690893,-0.785398163397,10.2101761242,8.01905357589,3.0,1218.0
q,0.0,-1.0,172.539850469,1.10714871779,109.178752512,0.146548661089,0.989203462354,378.604761183,-7.06858347058,7.06858347058,5.55165247561,2.0,1140.0
q,-0.707106781187,-0.707106781187,137.786066059,1.10714871779,100.019998,-0.0199960011996,0.99980005998,296.98094374,-5.49778714378,7.06858347058,5.55165247561,4.0,1110.0
q,-0.624695047554,-0.780868809443,143.178210633,0.785398163397,93.3005894944,0.332259422668,0.943188038542,300.349090268,-6.60493586158,10.6738237332,8.96231864236,3.0,1171.0
q,-0.964763821238,-0.263117405792,145.437271702,0.785398163397,95.9009906101,0.198120998325,0.980177570659,333.709608257,-4.71238898038,6.28318530718,4.93480220054,2.0,1062.0
q,-0.832050294338,-0.554700196225,123.065023463,1.10714871779,84.0119039184,0.154739976047,0.987955231685,270.363877021,-4.71238898038,10.9955742876,8.63590385095,1.0,1078.0
q,-0.371390676354,-0.928476690885,194.427364329,1.10714871779,31.4006369362,0.796162194123,0.605083267534,486.433670267,-5.96143475278,16.6732149311,14.1637895261,6.0,1313.0
q,-0.4472135955,-0.894427191,168.154690687,0.785398163397,44.598206242,0.739940073396,0.672672793996,457.846580565,-14.9225651046,18.0641577581,14.1875563266,2.0,1328.0
q,0.0,-1.0,248.040319303,0.785398163397,117.443603487,0.621574933267,-0.783354710418,601.243776758,-7.06858347058,13.3517687778,10.4864546762,4.0,1828.0
r,0.114624107985,0.993408935871,92.9623579735,0.785398163397,51.5460958754,0.950605456491,-0.310401781711,161.862979902,-8.63937979737,8.63937979737,6.78535302575,1.0,469.0
r,0.393919298579,0.919145030018,72.0694109869,0.785398163397,35.0570962859,0.998371334424,-0.0570497905385,147.082142493,-10.9955742876,12.5663706144,9.86960440109,0.0,547.0
r,0.141421356237,0.989949493661,100.169855745,0.785398163397,53.7587202229,0.985886564641,0.167414699656,192.439032345,-12.5663706144,12.5663706144,9.86960440109,1.0,625.0
r,0.0554700196225,0.998460353205,81.6333265278,0.785398163397,46.9574275275,0.894427191,0.4472135955,143.083011086,-9.42477796077,9.42477796077,7.40220330082,1.0,750.0
r,0.110431526075,0.993883734674,101.788997441,0.785398163397,56.6127194189,0.953849250739,-0.300285875233,177.801284247,-10.2101761242,10.2101761242,8.01905357589,1.0,563.0
r,0.0,1.0,82.2921624458,1.10714871779,36.8781778292,0.976187060184,0.216930457819,160.905791274,-6.28318530718,6.28318530718,4.93480220054,1.0,579.0
r,0.0238027779463,0.999716673744,92.3092628072,1.10714871779,37.6961536499,0.928476690885,0.371390676354,174.132261245,-7.06858347058,10.2101761242,8.01905357589,1.0,719.0
r,0.0,1.0,116.297033496,0.785398163397,45.8911756223,0.980580675691,-0.196116135138,220.629063246,-14.1371669412,14.1371669412,11.1033049512,1.0,593.0
r,0.242535625036,0.970142500145,74.6860093994,1.10714871779,36.2491379208,0.910366477463,0.413802944301,139.926401698,-7.06858347058,11.780972451,9.25275412602,0.0,844.0
r,0.0,1.0,76.0591874792,0.785398163397,37.6430604494,0.956351571051,-0.292218535599,138.608686663,-7.06858347058,7.06858347058,5.55165247561,0.0,641.0
r,0.20601048105,0.978549784987,72.9451848993,0.785398163397,40.0124980475,0.999687646408,0.0249921911602,139.192406585,-7.85398163397,7.85398163397,6.16850275068,1.0,688.0
r,0.141421356237,0.989949493661,73.8241153012,0.785398163397,35.2278299076,0.993532672656,-0.113546591161,141.041010197,-6.74683291618,8.31762924298,7.11176781716,3.0,610.0
r,0.110431526075,0.993883734674,82.3650411279,0.785398163397,41.7612260356,0.957826285221,-0.287347885566,155.168351087,-10.9955742876,10.9955742876,8.63590385095,0.0,578.0
r,0.707106781187,0.707106781187,89.3588272081,0.785398163397,47.3814309619,0.991949779604,-0.126631886758,166.523032565,-11.780972451,13.3517687778,10.4864546762,1.0,578.0
r,0.316227766017,0.948683298051,81.1233628494,0.785398163397,41.7731971484,0.981490592026,-0.19151035942,156.537458602,-10.2101761242,10.2101761242,8.01905357589,0.0,563.0
r,0.0,1.0,72.470683728,0.785398163397,32.0,1.0,0.0,147.51557448,-5.49778714378,5.49778714378,4.31795192548,1.0,500.0
r,0.164398987305,0.986393923832,74.7930478053,0.785398163397,35.5105618091,0.985622254813,-0.168963815111,138.430367549,-8.63937979737,8.63937979737,6.78535302575,0.0,484.0
r,0.0,1.0,90.60353194,0.785398163397,38.8329756779,0.978549784987,0.20601048105,186.339336989,-14.4589174956,18.2440112579,15.3974900762,1.0,641.0
r,0.0,1.0,85.9592926914,0.785398163397,47.5078940809,0.863014469347,-0.505179201569,142.684983481,-7.06858347058,7.06858347058,5.55165247561,1.0,484.0
r,-0.164398987305,-0.986393923832,55.0726792521,0.785398163397,54.5893762558,0.476283148541,-0.879291966537,60.8392502313,-4.71238898038,4.71238898038,3.70110165041,0.0,234.0
s,-0.707106781187,-0.707106781187,67.4166151627,0.785398163397,52.4022900263,-0.667909741777,0.744242283695,122.864533734,-10.0682790696,17.9222607035,14.788562068,0.0,765.0
s,-0.961523947641,-0.274721127897,117.004273426,1.2490457724,104.752088285,-0.353214915386,0.93554220832,170.032413234,-10.853677233,10.853677233,9.23690959238,1.0,594.0
s,-0.988116468955,0.153707006282,106.831643252,0.785398163397,98.412397593,-0.741776460949,0.670647211269,173.720436948,-10.2101761242,11.780972451,9.25275412602,3.0,360.0
s,-0.982570245697,0.185891668105,94.1753683295,0.785398163397,94.1753683295,-0.668964731622,0.743294146247,154.107154788,-6.28318530718,7.85398163397,6.16850275068,2.0,344.0
s,-0.968277323709,0.249878019022,93.5360892918,0.785398163397,93.5360892918,-0.481097727527,0.87666697016,147.08184952,-9.42477796077,9.42477796077,7.40220330082,2.0,313.0
s,-0.49972245349,-0.866185586049,107.615054709,0.785398163397,84.0238061504,-0.785491672228,0.618872226604,177.865993443,-7.06858347058,7.06858347058,5.55165247561,1.0,421.0
s,-0.845488903031,-0.533992991388,124.036285014,0.785398163397,100.439036236,-0.577464720627,0.816415639507,236.293322093,-9.42477796077,9.42477796077,7.40220330082,3.0,406.0
s,-0.953230637699,0.302243860734,127.094453065,0.785398163397,115.762688289,-0.518301716093,0.855197831554,207.919925494,-10.9955742876,12.5663706144,9.86960440109,3.0,360.0
s,-0.832050294338,-0.554700196225,148.660687473,0.785398163397,141.421356237,-0.707106781187,0.707106781187,238.833672447,-11.780972451,11.780972451,9.25275412602,1.0,516.0
s,-0.963992618206,-0.265928998126,120.353645562,0.785398163397,112.507777509,-0.506631641492,0.862162617978,203.330491185,-11.780972451,13.3517687778,10.4864546762,1.0,438.0
s,-0.998460353205,-0.0554700196225,132.098448136,0.785398163397,125.195846576,-0.519186552729,0.854660940646,201.307971215,-5.03413953478,5.03413953478,4.31002965865,2.0,438.0
s,-0.993883734674,0.110431526075,104.651803616,1.10714871779,101.518471226,-0.44326908647,0.896388597083,180.908589599,-10.9955742876,12.5663706144,9.86960440109,1.0,422.0
s,-0.987762965329,0.155962573473,140.459958707,0.785398163397,132.018938035,-0.552950971174,0.833213792179,225.719935256,-11.780972451,11.780972451,9.25275412602,2.0,422.0
s,-0.992277876714,-0.124034734589,154.767567662,0.785398163397,149.030198282,-0.583774302141,0.811915983437,246.091806266,-10.9955742876,10.9955742876,8.63590385095,2.0,516.0
s,-0.975441002068,-0.220260871435,125.674181915,1.10714871779,114.542568506,-0.419058177462,0.9079593845,200.542341838,-10.2101761242,10.2101761242,8.01905357589,2.0,562.0
s,-0.962964019714,-0.26962992552,121.82774725,0.785398163397,102.215458713,-0.508729312127,0.860926528214,226.234667432,-10.2101761242,10.2101761242,8.01905357589,0.0,484.0
s,-0.993307380301,0.115500858175,126.763559433,0.785398163397,118.595952713,-0.413167556556,0.910655022613,215.151796666,-8.63937979737,10.2101761242,8.01905357589,2.0,390.0
s,0.707106781187,-0.707106781187,187.216452268,0.785398163397,138.538803229,-0.635201098531,0.77234679026,352.147779354,-14.1371669412,17.2787595947,13.5707060515,3.0,719.0
s,-0.857492925713,-0.514495755428,150.206524492,0.785398163397,116.387284529,-0.764688345125,0.644400290836,249.709324916,-19.6349540849,19.6349540849,15.4212568767,2.0,797.0
s,-1.0,0.0,116.038786619,0.785398163397,116.038786619,-0.620482186154,0.784220540834,188.514439366,-9.42477796077,9.42477796077,7.40220330082,0.0,468.0
t,0.0161269347183,0.999869952532,128.128841406,0.785398163397,63.5059052372,-0.440903879653,0.897554326437,228.780959679,-0.785398163397,3.92699081699,3.08425137534,5.0,359.0
t,-0.0444006136207,0.999013806466,140.003571383,0.785398163397,84.2199501306,-0.49869419223,0.86677800078,218.773132355,-4.71238898038,6.28318530718,4.93480220054,1.0,407.0
t,0.0,1.0,95.5248658727,0.785398163397,46.6476151588,-0.514495755428,0.857492925713,184.661304809,-5.49778714378,7.06858347058,5.55165247561,0.0,594.0
t,-0.164398987305,0.986393923832,123.065023463,1.10714871779,76.5375724726,-0.483422700834,0.875387052862,210.151560122,-2.35619449019,3.92699081699,3.08425137534,1.0,562.0
t,-0.152057184254,0.988371697651,105.118980208,0.785398163397,60.7453701939,-0.345705358827,0.938343116817,191.505738316,-4.24874137138,8.31762924298,7.11176781716,1.0,672.0
t,-0.115500858175,0.993307380301,153.561062773,0.785398163397,65.192024052,-0.536875492193,0.843661487732,295.229887895,-7.39033402497,7.39033402497,6.16058048386,2.0,578.0
t,-0.1788854382,0.9838699101,161.966045824,1.10714871779,73.8241153012,-0.419916986117,0.907562518381,301.54808895,-4.71238898038,6.28318530718,4.93480220054,2.0,656.0
t,-0.064382277998,0.997925308968,161.449682564,1.10714871779,63.6003144646,-0.597481322535,0.801882827613,295.708722099,-6.28318530718,7.85398163397,6.16850275068,3.0,625.0
t,-0.274721127897,0.961523947641,160.704698127,1.10714871779,77.2010362625,-0.284970268083,0.958536356279,289.014220013,-4.71238898038,4.71238898038,3.70110165041,1.0,687.0
t,0.0,1.0,144.059015685,0.785398163397,79.3095202356,-0.390873629142,0.920444352496,257.011285259,-2.81984209919,9.74652851517,8.01113130906,1.0,828.0
t,-0.152057184254,0.988371697651,135.351394526,0.785398163397,74.3303437366,-0.672672793996,0.739940073396,252.113323907,-6.60493586158,8.17573218837,6.77743075893,3.0,875.0
t,0.0,1.0,125.003999936,1.10714871779,55.0272659688,-0.327110563883,0.94498607344,234.802673857,-10.2101761242,13.3517687778,10.4864546762,2.0,625.0
t,-0.0830454798537,0.996545758245,139.430986513,0.785398163397,54.4058820349,-0.588171697675,0.808736084303,275.068544931,-4.71238898038,6.28318530718,4.93480220054,1.0,672.0
t,-0.102028865499,0.994781438611,136.014705087,1.2490457724,68.6804193348,-0.276643622506,0.960972583442,230.763449648,-7.06858347058,10.2101761242,8.01905357589,2.0,750.0
t,-0.0766964988847,0.997054485502,143.756738972,0.785398163397,70.7106781187,-0.480832611207,0.876812408671,270.780177166,-7.53223107958,7.53223107958,6.49491754209,1.0,656.0
t,-0.141421356237,0.989949493661,112.378823628,0.785398163397,61.7170964968,-0.648118629528,0.761539389696,202.631748636,-2.35619449019,5.49778714378,4.31795192548,1.0,578.0
t,-0.149805379428,0.988715504225,123.822453537,0.785398163397,74.3303437366,-0.551591691077,0.834114264555,224.73774918,-1.57079632679,7.85398163397,6.16850275068,1.0,563.0
t,-0.341743063087,0.939793423488,110.462663375,1.10714871779,49.9299509313,-0.540757591313,0.841178475377,202.202040911,-4.71238898038,7.85398163397,6.16850275068,2.0,657.0
t,-0.411586722426,0.911370599659,230.555850067,0.0,123.664869708,-0.865241683045,0.501354993914,448.24679177,-8.17573218837,11.317324842,9.2448318592,4.0,860.0
t,-0.104684784518,0.994505452921,214.755675129,0.785398163397,116.777566339,-0.676499797665,0.736442817712,388.902816253,-4.71238898038,8.49748274277,7.38635876717,3.0,578.0
u,0.0,1.0,83.528438271,0.785398163397,42.0475920833,0.998868137724,-0.0475651494154,160.233232154,0.0,3.14159265359,2.46740110027,1.0,547.0
u,0.0,1.0,67.4759216313,0.785398163397,43.1045241245,0.997575100836,-0.069598262849,120.389222507,-1.10714871779,5.17603658939,4.64436671689,0.0,547.0
u,0.0,1.0,97.3087868592,0.785398163397,61.0,0.983606557377,-0.180327868852,170.217674359,-0.785398163397,0.785398163397,0.616850275068,1.0,453.0
u,0.110431526075,0.993883734674,83.0060238778,0.785398163397,46.0977222865,0.997880105966,0.0650791373456,159.590875884,-3.92699081699,7.06858347058,5.55165247561,1.0,547.0
u,0.0434372242763,0.999056158355,99.9849988748,0.785398163397,50.0099990002,0.99980005998,0.0199960011996,198.669883936,-2.35619449019,3.92699081699,3.08425137534,0.0,640.0
u,0.707106781187,0.707106781187,114.201576171,0.785398163397,68.1175454637,0.998274373175,-0.0587220219515,202.806677555,-3.92699081699,5.49778714378,4.31795192548,2.0,390.0
u,0.0830454798537,0.996545758245,111.646764396,0.785398163397,60.5392434707,0.925019818378,-0.379918853977,189.760472436,-3.14159265359,3.14159265359,2.46740110027,0.0,422.0
u,0.0,1.0,58.8982172905,0.785398163397,38.0131556175,0.999653919353,0.0263066820882,106.301130705,-1.57079632679,3.14159265359,2.46740110027,0.0,531.0
u,0.0,1.0,69.89277502,0.785398163397,39.4588393139,0.988371697651,-0.152057184254,127.252558403,-0.785398163397,0.785398163397,0.616850275068,0.0,422.0
u,0.0,1.0,60.0,0.785398163397,36.8781778292,0.976187060184,0.216930457819,101.717833626,-1.57079632679,3.14159265359,2.46740110027,0.0,656.0
u,0.287347885566,0.957826285221,64.4437739429,0.785398163397,43.931765273,0.978790625253,-0.204863154123,103.774214983,-3.92699081699,7.06858347058,5.55165247561,0.0,531.0
u,-0.0712470499879,0.997458699831,84.0595027347,0.785398163397,43.7378554573,0.983130049484,0.182907916183,153.923350678,-3.14159265359,6.28318530718,4.93480220054,1.0,453.0
u,0.0,1.0,77.1556867638,0.0,57.4282160614,0.992543455277,0.121891301525,125.917783344,-1.57079632679,1.57079632679,1.23370055014,0.0,516.0
u,0.124034734589,0.992277876714,61.2209114601,0.785398163397,38.6393581727,0.983453188589,0.181162429477,109.766933044,-2.35619449019,5.49778714378,4.31795192548,0.0,469.0
u,0.0,1.0,70.7248188403,0.785398163397,50.6951674225,0.966561557862,0.256434699025,113.521193765,-3.14159265359,3.14159265359,2.46740110027,0.0,672.0
u,0.1788854382,0.9838699101,84.403791384,0.785398163397,51.6623654124,0.967822506788,0.251633851765,141.40288544,-4.71238898038,4.71238898038,3.70110165041,0.0,672.0
u,0.0,1.0,79.2464510246,0.0,58.137767415,0.997630328423,0.0688020916154,133.363080827,-2.35619449019,2.35619449019,1.8505508252,0.0,422.0
u,0.0,1.0,75.6637297521,0.785398163397,53.2353266168,-0.995579502714,0.0939225945957,131.664304541,-10.9955742876,10.9955742876,8.63590385095,0.0,766.0
u,0.0,1.0,107.447661678,0.785398163397,99.8248466064,0.671175586817,0.74129840932,243.634847612,-3.14159265359,6.28318530718,4.93480220054,1.0,812.0
u,0.0,1.0,46.0108682813,0.785398163397,31.1448230048,-0.995350013555,0.0963241948602,86.0639668994,-2.35619449019,13.7114757773,12.9063221755,0.0,1141.0
v,0.164398987305,0.986393923832,75.1664818919,0.785398163397,43.3243580449,0.946349856068,-0.323143853292,118.750135966,-6.28318530718,7.85398163397,6.16850275068,1.0,578.0
v,0.316227766017,0.948683298051,132.653684457,0.785398163397,87.863530546,0.978790625253,-0.204863154123,205.219615992,-8.63937979737,10.2101761242,8.01905357589,4.0,438.0
v,0.196116135138,0.980580675691,112.485554628,0.785398163397,79.3095202356,0.970879659482,-0.239567708184,166.560205657,-5.49778714378,7.06858347058,5.55165247561,3.0,422.0
v,0.4472135955,0.894427191,98.412397593,0.785398163397,67.4685111737,0.978234125102,-0.207504208355,145.739066528,-7.85398163397,7.85398163397,6.16850275068,1.0,406.0
v,0.0,1.0,75.4519714786,0.785398163397,44.3846820423,0.968802704478,0.247833249983,124.146971751,-5.49778714378,7.06858347058,5.55165247561,1.0,438.0
v,0.110431526075,0.993883734674,85.4283325367,0.785398163397,55.0817574157,0.962206045824,0.272322465799,135.0337078,-5.69518270363,11.5835768911,9.90528324253,0.0,625.0
v,0.274721127897,0.961523947641,107.628992377,0.785398163397,72.6911273815,0.990492273178,-0.137568371275,170.64805245,-7.85398163397,7.85398163397,6.16850275068,1.0,438.0
v,0.216930457819,0.976187060184,116.777566339,0.785398163397,79.0063288604,0.99991989426,0.0126572138514,193.055117593,-5.17603658939,8.96113035177,7.39428103399,3.0,641.0
v,0.316227766017,0.948683298051,92.1954445729,0.0,70.5761999544,0.991835775307,0.12752174254,134.238929981,-9.42477796077,14.1371669412,11.1033049512,1.0,984.0
v,0.110431526075,0.993883734674,87.0057469366,0.785398163397,54.1294744109,0.979133837467,0.203216456833,141.373727001,-8.63937979737,8.63937979737,7.7206958254,1.0,563.0
v,0.0,1.0,73.7834669828,0.785398163397,40.0124980475,0.999687646408,0.0249921911602,135.184187985,-5.49778714378,5.49778714378,4.31795192548,0.0,515.0
v,0.351123441588,0.936329177569,90.2718117687,0.785398163397,58.6941223633,0.971136422267,-0.238524735294,135.768469646,-7.06858347058,7.06858347058,5.55165247561,2.0,453.0
v,0.554700196225,0.832050294338,73.8782782691,0.785398163397,48.7647413609,0.963811120254,0.266586054538,114.808532234,-5.03413953478,6.60493586158,5.54373020879,1.0,438.0
v,0.371390676354,0.928476690885,90.68627239,0.0,68.0073525437,0.999891886048,-0.0147042924419,141.154850225,-4.39063842599,8.81923329716,7.99528677542,1.0,625.0
v,0.196116135138,0.980580675691,91.5478017213,0.785398163397,59.4138031101,0.993035236117,0.117817739878,146.002135187,-10.2101761242,10.2101761242,8.01905357589,1.0,500.0
v,0.351123441588,0.936329177569,88.4137998279,0.785398163397,61.0081961707,0.999865654597,0.0163912402393,141.871129839,-7.85398163397,9.42477796077,7.40220330082,1.0,484.0
v,0.371390676354,0.928476690885,108.577161503,0.785398163397,71.3862731903,0.980580675691,-0.196116135138,169.500835062,-7.85398163397,10.0682790696,8.62005931731,7.0,422.0
v,-0.4472135955,0.894427191,114.560027933,0.0,82.6075057123,-0.992645877551,0.121054375311,175.004835548,-4.24874137138,4.24874137138,3.69317938359,0.0,657.0
v,0.164398987305,0.986393923832,75.1664818919,0.785398163397,43.3243580449,0.946349856068,-0.323143853292,118.750135966,-6.28318530718,7.85398163397,6.16850275068,1.0,578.0
v,0.961523947641,0.274721127897,110.535062311,0.0,84.3445315358,0.984059055029,-0.177841997897,167.789115417,-10.9955742876,14.1371669412,11.1033049512,0.0,1734.0
w,0.0,1.0,111.803398875,0.785398163397,69.8713102783,0.98752978476,-0.157432284527,248.688393208,0.785398163397,7.06858347058,5.55165247561,1.0,1125.0
w,0.141421356237,0.989949493661,113.600176056,0.0,88.0,1.0,0.0,228.337971393,-2.67794504459,8.31762924298,7.11176781716,1.0,813.0
w,0.124034734589,0.992277876714,94.9210198007,0.0,69.0651865993,0.999056158355,-0.0434372242763,220.070626325,0.785398163397,5.49778714378,5.25329472513,1.0,750.0
w,0.0,1.0,77.6208734813,0.0,60.8769250209,0.969168531094,0.246398779092,136.135431305,1.57079632679,6.28318530718,4.93480220054,0.0,813.0
w,0.0830454798537,0.996545758245,89.1964124839,0.785398163397,59.4390444069,0.975789577016,0.218711456917,195.214545801,-2.35619449019,8.63937979737,6.78535302575,1.0,703.0
w,1.0,0.0,116.691902033,0.0,87.0919054792,0.964498359954,-0.264088836654,224.496737371,-2.35619449019,3.92699081699,3.08425137534,1.0,703.0
w,0.0,1.0,49.2036584006,0.785398163397,30.6757233004,0.945372981626,0.325990683319,97.3269666837,2.67794504459,7.39033402497,6.16058048386,0.0,1282.0
w,0.0,1.0,81.3203541556,0.785398163397,54.4518135602,0.991702506662,-0.128554028641,170.100435591,0.0,6.28318530718,4.93480220054,1.0,750.0
w,0.164398987305,0.986393923832,58.6941223633,0.0,39.2045915678,0.994781438611,-0.102028865499,120.722041585,-0.785398163397,12.4244735598,11.4059529422,0.0,891.0
w,0.0,1.0,58.0,0.785398163397,35.1283361405,0.996346649042,0.0854011413464,133.362702949,0.785398163397,8.35558568816,7.98736450859,0.0,953.0
w,0.0,1.0,75.2861208989,0.0,57.4282160614,0.992543455277,0.121891301525,138.429959855,-2.35619449019,5.49778714378,4.31795192548,0.0,875.0
w,0.294085848838,0.955779008722,62.2414652784,0.785398163397,42.0119030752,0.999716673744,0.0238027779463,133.732501018,-2.35619449019,12.708267669,11.139284259,0.0,1031.0
w,0.0,1.0,70.0071424927,0.785398163397,44.1021541424,0.997683692682,0.0680238881374,151.012096325,-3.60524026259,8.96113035177,7.39428103399,0.0,1031.0
w,0.0,1.0,75.6637297521,0.0,50.0099990002,0.97980405878,0.199960011996,146.061890599,2.99969559899,7.71208457937,6.7695084921,0.0,922.0
w,0.4472135955,0.894427191,92.3579991122,0.0,76.2364742102,0.996898148653,0.07870248542,167.613915726,-3.92699081699,8.63937979737,6.78535302575,1.0,828.0
w,-0.110431526075,0.993883734674,75.802374633,0.785398163397,44.72135955,0.894427191,0.4472135955,147.023870509,-1.57079632679,6.28318530718,4.93480220054,0.0,922.0
w,0.0,1.0,63.8905313799,0.0,48.5077313425,0.989532981063,0.144306893072,126.340914304,-0.785398163397,5.49778714378,4.31795192548,0.0,875.0
w,0.242535625036,0.970142500145,110.801624537,0.0,89.3588272081,0.995984423484,-0.0895266897513,260.109793984,-2.67794504459,15.2443156589,12.3290832345,0.0,1672.0
w,0.0,1.0,161.245154966,0.0,107.517440446,0.985886564641,-0.167414699656,331.074653077,-1.2490457724,5.03413953478,4.31002965865,2.0,766.0
w,0.0,1.0,103.947101932,0.785398163397,73.4982993001,0.966008746817,0.258509382951,245.311010547,-2.35619449019,5.49778714378,4.31795192548,1.0,875.0
x,0.554700196225,0.832050294338,72.8628849278,0.0,42.0475920833,-0.0475651494154,0.998868137724,176.426625946,-6.60493586158,9.74652851517,8.01113130906,2.0,625.0
x,0.8,0.6,92.0977741316,0.785398163397,50.4876222455,-0.138647844534,0.990341746674,199.230504326,-2.35619449019,8.63937979737,6.78535302575,1.0,547.0
x,0.6,0.8,100.657836257,0.785398163397,69.1158447825,-0.0578738495143,0.998323904122,259.595323215,-4.71238898038,10.9955742876,8.63590385095,2.0,719.0
x,0.301131367937,0.953582665134,82.7345151675,0.785398163397,56.302753041,-0.33746129583,0.941339404156,198.542838657,-8.63937979737,11.780972451,9.25275412602,2.0,844.0
x,0.707106781187,0.707106781187,66.4680374315,0.785398163397,34.2344855372,0.116841247567,0.993150604323,163.352353581,-3.60524026259,7.39033402497,6.16058048386,1.0,657.0
x,0.0,-1.0,90.1387818866,0.785398163397,56.0802995712,-0.374463049601,0.927241837108,222.981771744,-8.63937979737,12.4244735598,10.4706101425,0.0,765.0
x,0.707106781187,0.707106781187,76.0591874792,0.785398163397,58.3095189485,0.102899151086,0.994691793827,207.789673892,-5.03413953478,15.1024186043,12.930088976,1.0,719.0
x,0.371390676354,0.928476690885,68.6221538572,0.785398163397,46.0977222865,-0.0650791373456,0.997880105966,169.969723664,-3.14159265359,6.28318530718,4.93480220054,0.0,672.0
x,0.242535625036,0.970142500145,71.0633520178,0.785398163397,42.0,0.0,1.0,182.445972598,-7.53223107958,11.317324842,9.2448318592,1.0,797.0
x,0.416654710493,0.909064822894,147.512711317,0.785398163397,97.6933979346,-0.38897203704,0.921249561411,324.926290047,-6.28318530718,7.85398163397,6.16850275068,7.0,719.0
x,0.242535625036,0.970142500145,94.0319094776,0.785398163397,39.1152144312,-0.0766964988847,0.997054485502,228.314452519,-4.71238898038,7.85398163397,6.16850275068,2.0,797.0
x,0.141421356237,0.989949493661,82.1340367935,0.785398163397,62.1691241695,-0.193021860293,0.981194456491,210.673291132,-5.49778714378,12.4244735598,10.4706101425,2.0,812.0
x,0.4472135955,0.894427191,68.4105255059,0.785398163397,46.389654019,-0.129339184068,0.991600411186,166.594402223,0.785398163397,12.4244735598,10.4706101425,1.0,843.0
x,0.6,0.8,75.2861208989,0.785398163397,46.3249392876,0.237453090477,0.971399006497,193.236443618,-4.71238898038,7.85398163397,6.16850275068,2.0,657.0
x,0.4472135955,0.894427191,66.4003012041,0.785398163397,44.0,0.0,1.0,173.54916559,-5.96143475278,10.6738237332,8.96231864236,0.0,844.0
x,0.66436383883,0.747409318684,94.5780101292,0.785398163397,50.0899191455,0.0598922907279,0.998204845466,239.239674868,-8.78127685198,14.7806680499,12.3211609677,2.0,969.0
x,0.640184399664,0.768221279597,61.8465843843,0.785398163397,38.1182371051,0.07870248542,0.996898148653,152.79380396,-10.0682790696,11.6390753964,9.85375986744,0.0,1109.0
x,0.4472135955,0.894427191,155.794736753,0.785398163397,106.733312513,-0.224859506699,0.974391195695,328.826553965,-3.14159265359,4.71238898038,3.70110165041,3.0,578.0
x,0.316227766017,0.948683298051,141.226768001,0.0,89.3196506935,-0.369459572936,0.929246804657,307.824777762,-5.81953769818,11.4592218966,9.57916891743,4.0,1141.0
x,0.8,0.6,153.837576684,0.785398163397,102.239913928,-0.0684664113169,0.997653422047,323.335970573,-9.42477796077,10.9955742876,8.63590385095,10.0,563.0
y,0.274721127897,0.961523947641,176.173210222,1.10714871779,97.0051545022,0.608215102618,0.793772252569,454.896387499,-12.3213919512,18.6045772584,15.3284985288,2.0,859.0
y,-0.141421356237,0.989949493661,141.792101331,1.10714871779,88.8144132447,0.585490553844,0.8106792284,364.309177006,-14.9225651046,14.9225651046,11.7201552263,2.0,844.0
y,0.0,1.0,186.552941547,1.10714871779,110.113577728,0.635707252861,0.771930235617,412.247159144,-16.0297138223,17.6005101491,14.1796340597,16.0,796.0
y,0.4472135955,0.894427191,109.772492001,1.10714871779,65.9469483752,0.652039268828,0.758185196312,246.193695934,-9.88842556977,18.3859083125,14.7964843348,2.0,750.0
y,0.274721127897,0.961523947641,84.8763806957,0.785398163397,55.5697759578,0.863778900898,0.503871025524,210.299427464,-12.4557133932,17.1681023736,14.4690117091,0.0,750.0
y,0.110431526075,0.993883734674,105.118980208,0.785398163397,72.2495674728,0.66436383883,0.747409318684,237.010299326,-10.9955742876,14.1371669412,11.1033049512,3.0,844.0
y,-0.216930457819,0.976187060184,155.07740003,1.10714871779,99.6242942259,0.582187311345,0.81305469343,318.475872566,-16.3514643767,16.3514643767,13.5548615179,2.0,875.0
y,0.0,1.0,97.9438614718,0.785398163397,72.8354309385,0.713938248596,0.700208666892,219.715839219,-10.5319266786,16.8151119857,13.5627837847,1.0,1047.0
y,0.0,1.0,139.316187143,1.10714871779,83.6301381082,0.657657648835,0.753316943211,358.433236095,-12.5663706144,15.7079632679,12.3370055014,2.0,813.0
y,0.0,1.0,108.078675047,1.10714871779,71.8470597867,0.570656615896,0.821188788729,265.250202098,-12.1027230054,13.6735193322,11.0953826844,3.0,875.0
y,-0.242535625036,0.970142500145,108.706025592,0.785398163397,65.7951365984,0.72953720414,0.683941128881,278.256959577,-14.4589174956,16.0297138223,12.9459335096,2.0,844.0
y,0.094809092628,0.995495472594,122.588743366,0.785398163397,71.6100551599,0.809942121543,0.586509812152,295.95664829,-15.2443156589,15.2443156589,12.3290832345,1.0,844.0
